question_id,db_id,context,technique,basic_sql,robust_sql,rel_error_mean,abs_error_mean,dq_robust_1pct,dq_robust_2pct,dq_robust_5pct,mape,mae,bias,literal_acc,dq_note_coverage
stage2_0,car_1,rag_topk5,sc,SELECT MAX(MPG) AS MaxMPG FROM cars_data WHERE Cylinders = 8 OR Year < 1980,"WITH capped_MPG AS (SELECT *, MIN(MPG, 37.0) AS MPG_capped FROM cars_data), dedup_cars_data AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM capped_MPG) SELECT MAX(MPG_capped) AS MaxMPG FROM dedup_cars_data WHERE rn = 1 AND (Cylinders = 8 OR Year < 1980)",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_1,car_1,rag_topk5,sc,SELECT MIN(Weight) AS MinWeight FROM cars_data WHERE Cylinders = 8 AND Year = 1974,"WITH capped AS (SELECT *, MIN(Weight, 4464.0) AS Weight_capped FROM cars_data), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM capped) SELECT MIN(Weight_capped) AS MinWeight FROM dedup WHERE rn = 1 AND Cylinders = 8 AND Year = 1974",1.0,4141.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_2,car_1,rag_topk5,sc,SELECT AVG(T1.Horsepower) AS AvgHorsepower FROM cars_data AS T1 WHERE T1.Year < 1980,"WITH capped_horsepower AS (SELECT *, MIN(CAST(Horsepower AS REAL), 180.0) AS Horsepower_capped FROM cars_data), dedup_horsepower AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Horsepower_capped ORDER BY rowid DESC) AS rn FROM capped_horsepower), filtered_horsepower AS (SELECT * FROM dedup_horsepower WHERE rn = 1 AND CAST(Horsepower_capped AS REAL) < 180.0), capped_year AS (SELECT *, CASE WHEN Year >= 1980 THEN NULL ELSE Year END AS Year_capped FROM filtered_horsepower), dedup_year AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Year_capped ORDER BY rowid DESC) AS rn FROM capped_year), final_filtered_year AS (SELECT * FROM dedup_year WHERE rn = 1 AND NOT Year_capped IS NULL) SELECT AVG(CAST(final_filtered_year.Horsepower_capped AS REAL)) AS AvgHorsepower FROM final_filtered_year",1.0,111.13291139240506,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_3,car_1,rag_topk5,sc,SELECT AVG(cars_data.Edispl) FROM cars_data JOIN car_names ON cars_data.MakeId = car_names.MakeId WHERE car_names.Maker = 'VOLVO',"WITH cars_data_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM cars_data), car_names_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY MakeId ORDER BY rowid DESC) AS rn FROM car_names), capped_cars_data AS (SELECT *, MIN(Edispl, 400.0) AS Edispl_capped FROM cars_data_dedup), filtered_cars_data AS (SELECT * FROM capped_cars_data WHERE rn = 1 AND NOT Edispl_capped IS NULL), joined_data AS (SELECT filtered_cars_data.*, car_names_dedup.MakeId, car_names_dedup.Maker FROM filtered_cars_data JOIN car_names_dedup ON filtered_cars_data.MakeId = car_names_dedup.MakeId) SELECT AVG(joined_data.Edispl_capped) FROM joined_data WHERE joined_data.Maker = 'VOLVO'",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_4,student_transcripts_tracking,rag_topk5,sc,"SELECT c.course_id, c.course_name, COUNT(s.section_id) AS section_count FROM Sections AS s JOIN Courses AS c ON s.course_id = c.course_id GROUP BY c.course_id, c.course_name HAVING COUNT(s.section_id) <= 2","WITH dedup_sections AS (SELECT course_id, ROW_NUMBER() OVER (PARTITION BY course_id ORDER BY rowid DESC) AS rn FROM Sections), capped_sections AS (SELECT course_id, MIN(course_id, 14.0) AS course_id_capped FROM dedup_sections WHERE rn = 1), filtered_sections AS (SELECT course_id_capped AS course_id FROM capped_sections) SELECT c.course_id, c.course_name, COUNT(s.section_id) AS section_count FROM filtered_sections AS fs JOIN Sections AS s ON fs.course_id = s.course_id JOIN Courses AS c ON s.course_id = c.course_id GROUP BY c.course_id, c.course_name HAVING COUNT(s.section_id) <= 2",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_5,car_1,rag_topk5,sc,"SELECT c.Continent, c.ContinentId, COUNT(c.CountryId) AS CountryCount FROM countries AS c GROUP BY c.Continent, c.ContinentId ORDER BY c.ContinentId","WITH safe_countries AS (SELECT *, MIN(CountryId, 14.0) AS CountryId_capped FROM countries), dedup_countries AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY CountryId_capped ORDER BY rowid DESC) AS rn FROM safe_countries) SELECT d.Continent, d.ContinentId, COUNT(d.CountryId_capped) AS CountryCount FROM dedup_countries AS d WHERE d.rn = 1 GROUP BY d.Continent, d.ContinentId ORDER BY d.ContinentId",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_6,student_transcripts_tracking,rag_topk5,sc,"SELECT dp.degree_summary_name, COUNT(se.student_enrolment_id) AS enrollment_count FROM Student_Enrolment AS se JOIN Degree_Programs AS dp ON se.degree_program_id = dp.degree_program_id GROUP BY dp.degree_summary_name ORDER BY enrollment_count DESC LIMIT 1","WITH base AS (SELECT * FROM Student_Enrolment), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY student_enrolment_id ORDER BY rowid DESC) AS rn FROM base), capped AS (SELECT *, MIN(degree_program_id, 12.0) AS degree_program_id_capped FROM dedup), joined AS (SELECT dp.degree_summary_name, COUNT(c.student_enrolment_id) AS enrollment_count FROM capped AS c JOIN Degree_Programs AS dp ON c.degree_program_id_capped = dp.degree_program_id GROUP BY dp.degree_summary_name) SELECT * FROM joined ORDER BY enrollment_count DESC LIMIT 1",1.0,8.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_7,car_1,rag_topk5,sc,SELECT COUNT(DISTINCT T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker WHERE T1.Maker = 'American Motor Company',"WITH car_makers_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Country ORDER BY rowid DESC) AS rn FROM car_makers), model_list_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY ModelId ORDER BY rowid DESC) AS rn FROM model_list) SELECT COUNT(DISTINCT T2.Model) FROM car_makers_dedup AS T1 JOIN model_list_dedup AS T2 ON T1.Id = T2.Maker WHERE T1.Maker = 'American Motor Company' AND T1.rn = 1 AND T2.rn = 1",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_8,car_1,rag_topk5,sc,"WITH country_makers AS (SELECT Country, COUNT(Maker) AS maker_count FROM car_makers GROUP BY Country) SELECT COUNT(*) AS num_countries_with_more_than_2_makers FROM country_makers WHERE maker_count > 2","WITH base AS (SELECT * FROM car_makers), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM base) SELECT COUNT(*) AS num_countries_with_more_than_2_makers FROM (SELECT Country, COUNT(Maker) AS maker_count FROM dedup GROUP BY Country) AS country_makers WHERE maker_count > 2",1.0,4.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_9,car_1,rag_topk5,sc,SELECT COUNT(DISTINCT T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker WHERE T1.Country = 'USA',"WITH car_makers_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM car_makers), model_list_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Maker ORDER BY rowid DESC) AS rn FROM model_list) SELECT COUNT(DISTINCT T2.Model) FROM car_makers_dedup AS T1 JOIN model_list_dedup AS T2 ON T1.Id = T2.Maker WHERE T1.Country = 'USA'",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
stage2_10,car_1,rag_topk5,sc,"SELECT AVG(CAST(REPLACE(Horsepower, ',', '') AS REAL)) AS AvgHorsepower FROM cars_data WHERE Year < 1980","WITH base AS (SELECT * FROM cars_data), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM base), capped AS (SELECT *, MIN(CAST_TO_STR_TYPE(REPLACE(Horsepower, ',', ''), 'REAL'), 180.0) AS Horsepower_capped, MIN(Year, 1982.0) AS Year_capped FROM capped) SELECT AVG(CAST(REPLACE(Horsepower_capped, ',', '') AS REAL)) AS AvgHorsepower FROM dedup WHERE Year_capped < 1980",0.0,0.0,0.7104377104377104,0.7104377104377104,0.7171717171717171,0.27944486450483547,259.80020736355124,-258.94498850833236,0.388327721661055,1.0
