question_id,db_id,context,technique,basic_sql,robust_sql,rel_error_mean,abs_error_mean,dq_robust_1pct,dq_robust_2pct,dq_robust_5pct,mape,mae,bias,literal_acc,dq_note_coverage
stage2_0,car_1,rag_topk5,sc,SELECT MAX(MPG) AS MaxMPG FROM cars_data WHERE Cylinders = 8 OR Year < 1980,"WITH capped_cars_data AS (WITH base AS (SELECT * FROM cars_data), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Cylinders ORDER BY rowid DESC) AS rn FROM base), capped AS (SELECT *, MIN(Cylinders, 8.0) AS Cylinders_capped FROM capped) SELECT * FROM capped WHERE rn = 1), filtered_cars_data AS (SELECT * FROM capped_cars_data WHERE Cylinders_capped = 8 OR Year < 1980) SELECT MAX(MPG) AS MaxMPG FROM filtered_cars_data",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_1,car_1,rag_topk5,sc,SELECT MIN(Weight) AS MinWeight FROM cars_data WHERE Cylinders = 8 AND Year = 1974,"WITH capped AS (SELECT *, MIN(Cylinders, 8.0) AS Cylinders_capped, MIN(Year, 1982.0) AS Year_capped, MIN(Weight, 4464.0) AS Weight_capped FROM cars_data), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM capped) SELECT MIN(Weight_capped) AS MinWeight FROM dedup WHERE rn = 1 AND Cylinders_capped = 8 AND Year_capped = 1974",1.0,4141.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_2,car_1,rag_topk5,sc,"SELECT AVG(CAST(REPLACE(Horsepower, ',', '') AS REAL)) AS AvgHorsepower FROM cars_data WHERE CAST(REPLACE(YEAR, ',', '') AS INTEGER) < 1980","WITH cleaned_data AS (SELECT *, REPLACE(Horsepower, ',', '') AS Horsepower_cleaned, REPLACE(YEAR, ',', '') AS Year_cleaned FROM cars_data), deduplicated_data AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM cleaned_data), filtered_data AS (SELECT * FROM deduplicated_data WHERE rn = 1 AND CAST(Year_cleaned AS INTEGER) < 1980) SELECT AVG(CAST(Horsepower_cleaned AS REAL)) AS AvgHorsepower FROM filtered_data",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_3,car_1,rag_topk5,sc,SELECT AVG(cars_data.Edispl) AS avg_edispl FROM car_makers JOIN cars_data ON car_makers.Id = cars_data.Maker WHERE car_makers.Maker = 'Volvo',"WITH safe_values AS (SELECT MIN(CASE WHEN Edispl < 400 THEN Edispl ELSE 400 END) AS Edispl_safe, MIN(CASE WHEN Id < 386 THEN Id ELSE 386 END) AS Id_safe, MIN(CASE WHEN Weight < 4464 THEN Weight ELSE 4464 END) AS Weight_safe FROM cars_data), dedup_makers AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Maker ORDER BY rowid DESC) AS rn FROM car_makers), dedup_cars AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM cars_data) SELECT AVG(dedup_cars.Edispl) AS avg_edispl FROM dedup_makers JOIN dedup_cars ON dedup_makers.Id = dedup_cars.Maker WHERE dedup_makers.Maker = 'Volvo' AND dedup_cars.Edispl BETWEEN (SELECT Edispl_safe FROM safe_values) AND (SELECT Edispl_safe FROM safe_values)",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_4,student_transcripts_tracking,rag_topk5,sc,"SELECT c.course_id, c.course_name FROM Courses AS c JOIN Sections AS s ON c.course_id = s.course_id GROUP BY c.course_id, c.course_name HAVING COUNT(s.section_id) <= 2","WITH Sections_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY course_id ORDER BY rowid DESC) AS rn FROM Sections), Sections_filtered AS (SELECT * FROM Sections_dedup WHERE rn = 1) SELECT c.course_id, c.course_name FROM Courses AS c JOIN Sections_filtered AS s ON c.course_id = s.course_id GROUP BY c.course_id, c.course_name HAVING COUNT(s.section_id) <= 2",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_5,car_1,rag_topk5,sc,"SELECT c.Continent, COUNT(co.CountryId) AS CountryCount FROM continents AS c JOIN countries AS co ON c.ContId = co.Continent GROUP BY c.Continent","WITH dedup_continents AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY ContId ORDER BY rowid DESC) AS rn FROM continents), dedup_countries AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY CountryId ORDER BY rowid DESC) AS rn FROM countries) SELECT dc.Continent, COUNT(dco.CountryId) AS CountryCount FROM dedup_continents AS dc JOIN dedup_countries AS dco ON dc.ContId = dco.Continent WHERE dc.rn = 1 AND dco.rn = 1 GROUP BY dc.Continent",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_6,student_transcripts_tracking,rag_topk5,sc,"SELECT degree_program_id, COUNT(*) AS enrollment_count FROM Student_Enrolment GROUP BY degree_program_id ORDER BY enrollment_count DESC LIMIT 1","WITH base AS (SELECT * FROM Student_Enrolment), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY degree_program_id ORDER BY rowid DESC) AS rn FROM base) SELECT degree_program_id, COUNT(*) AS enrollment_count FROM dedup WHERE rn = 1 GROUP BY degree_program_id ORDER BY enrollment_count DESC LIMIT 1",1.0,3.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_7,car_1,rag_topk5,sc,SELECT COUNT(DISTINCT T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker WHERE T1.Maker = 'American Motor Company',"WITH car_makers_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Id ORDER BY rowid DESC) AS rn FROM car_makers), model_list_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Maker ORDER BY rowid DESC) AS rn FROM model_list) SELECT COUNT(DISTINCT T2.Model) FROM car_makers_dedup AS T1 JOIN model_list_dedup AS T2 ON T1.Id = T2.Maker WHERE T1.Maker = 'American Motor Company'",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_8,car_1,rag_topk5,sc,SELECT COUNT(*) FROM (SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(*) > 2),SELECT COUNT(*) FROM (SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(*) > 2),0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
stage2_9,car_1,rag_topk5,sc,SELECT COUNT(DISTINCT T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker WHERE T1.Country = 'USA',"WITH car_makers_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Country ORDER BY rowid DESC) AS rn FROM car_makers), model_list_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Maker ORDER BY rowid DESC) AS rn FROM model_list) SELECT COUNT(DISTINCT T2.Model) FROM car_makers_dedup AS T1 JOIN model_list_dedup AS T2 ON T1.Id = T2.Maker WHERE T1.Country = 'USA' AND T1.rn = 1 AND T2.rn = 1",0.0,0.0,0.7279151943462897,0.7279151943462897,0.7314487632508834,250469.13881604854,250645.10728625057,250292.70331445616,0.45435806831566544,1.0
